,Id,Country_Region,Date,ConfirmedCases,Fatalities
557,872,Ecuador,18/04/2020,9022.0,456.0
558,873,Ecuador,19/04/2020,9468.0,474.0
559,874,Ecuador,20/04/2020,10128.0,507.0
560,875,Ecuador,21/04/2020,10398.0,520.0
561,876,Ecuador,22/04/2020,10850.0,537.0
562,877,Ecuador,23/04/2020,11183.0,560.0
563,878,Ecuador,24/04/2020,22719.0,576.0
564,879,Ecuador,25/04/2020,22719.0,576.0
565,880,Ecuador,26/04/2020,22719.0,576.0
566,881,Ecuador,27/04/2020,23240.0,663.0
567,882,Ecuador,28/04/2020,24258.0,871.0
568,918,El Salvador,26/02/2020,0.0,0.0
569,919,El Salvador,27/02/2020,0.0,0.0
570,920,El Salvador,28/02/2020,0.0,0.0
571,921,El Salvador,29/02/2020,0.0,0.0
572,922,El Salvador,1/03/2020,0.0,0.0
573,923,El Salvador,2/03/2020,0.0,0.0
574,924,El Salvador,3/03/2020,0.0,0.0
575,925,El Salvador,4/03/2020,0.0,0.0
576,926,El Salvador,5/03/2020,0.0,0.0
577,927,El Salvador,6/03/2020,0.0,0.0
578,928,El Salvador,7/03/2020,0.0,0.0
579,929,El Salvador,8/03/2020,0.0,0.0
580,930,El Salvador,9/03/2020,0.0,0.0
581,931,El Salvador,10/03/2020,0.0,0.0
582,932,El Salvador,11/03/2020,0.0,0.0
583,933,El Salvador,12/03/2020,0.0,0.0
584,934,El Salvador,13/03/2020,0.0,0.0
585,935,El Salvador,14/03/2020,0.0,0.0
586,936,El Salvador,15/03/2020,0.0,0.0
587,937,El Salvador,16/03/2020,0.0,0.0
588,938,El Salvador,17/03/2020,0.0,0.0
589,939,El Salvador,18/03/2020,0.0,0.0
590,940,El Salvador,19/03/2020,1.0,0.0
591,941,El Salvador,20/03/2020,1.0,0.0
592,942,El Salvador,21/03/2020,3.0,0.0
593,943,El Salvador,22/03/2020,3.0,0.0
594,944,El Salvador,23/03/2020,3.0,0.0
595,945,El Salvador,24/03/2020,5.0,0.0
596,946,El Salvador,25/03/2020,9.0,0.0
597,947,El Salvador,26/03/2020,13.0,0.0
598,948,El Salvador,27/03/2020,13.0,0.0
599,949,El Salvador,28/03/2020,19.0,0.0
600,950,El Salvador,29/03/2020,24.0,0.0
601,951,El Salvador,30/03/2020,30.0,0.0
602,952,El Salvador,31/03/2020,32.0,1.0
603,953,El Salvador,1/04/2020,32.0,1.0
604,954,El Salvador,2/04/2020,41.0,2.0
605,955,El Salvador,3/04/2020,46.0,2.0
606,956,El Salvador,4/04/2020,56.0,3.0
607,957,El Salvador,5/04/2020,62.0,3.0
608,958,El Salvador,6/04/2020,69.0,4.0
609,959,El Salvador,7/04/2020,78.0,4.0
610,960,El Salvador,8/04/2020,93.0,5.0
611,961,El Salvador,9/04/2020,103.0,6.0
612,962,El Salvador,10/04/2020,117.0,6.0
613,963,El Salvador,11/04/2020,118.0,6.0
614,964,El Salvador,12/04/2020,125.0,6.0
615,965,El Salvador,13/04/2020,137.0,6.0
616,966,El Salvador,14/04/2020,149.0,6.0
617,967,El Salvador,15/04/2020,159.0,6.0
618,968,El Salvador,16/04/2020,164.0,6.0
619,969,El Salvador,17/04/2020,177.0,7.0
620,970,El Salvador,18/04/2020,190.0,7.0
621,971,El Salvador,19/04/2020,201.0,7.0
622,972,El Salvador,20/04/2020,218.0,7.0
623,973,El Salvador,21/04/2020,225.0,7.0
624,974,El Salvador,22/04/2020,237.0,7.0
625,975,El Salvador,23/04/2020,250.0,8.0
626,976,El Salvador,24/04/2020,274.0,8.0
627,977,El Salvador,25/04/2020,274.0,8.0
628,978,El Salvador,26/04/2020,298.0,8.0
629,979,El Salvador,27/04/2020,323.0,8.0
630,980,El Salvador,28/04/2020,345.0,8.0
631,1016,Guatemala,26/02/2020,0.0,0.0
632,1017,Guatemala,27/02/2020,0.0,0.0
633,1018,Guatemala,28/02/2020,0.0,0.0
634,1019,Guatemala,29/02/2020,0.0,0.0
635,1020,Guatemala,1/03/2020,0.0,0.0
636,1021,Guatemala,2/03/2020,0.0,0.0
637,1022,Guatemala,3/03/2020,0.0,0.0
638,1023,Guatemala,4/03/2020,0.0,0.0
639,1024,Guatemala,5/03/2020,0.0,0.0
640,1025,Guatemala,6/03/2020,0.0,0.0
641,1026,Guatemala,7/03/2020,0.0,0.0
642,1027,Guatemala,8/03/2020,0.0,0.0
643,1028,Guatemala,9/03/2020,0.0,0.0
644,1029,Guatemala,10/03/2020,0.0,0.0
645,1030,Guatemala,11/03/2020,0.0,0.0
646,1031,Guatemala,12/03/2020,0.0,0.0
647,1032,Guatemala,13/03/2020,0.0,0.0
648,1033,Guatemala,14/03/2020,1.0,0.0
649,1034,Guatemala,15/03/2020,1.0,0.0
650,1035,Guatemala,16/03/2020,2.0,1.0
651,1036,Guatemala,17/03/2020,6.0,1.0
652,1037,Guatemala,18/03/2020,6.0,1.0
653,1038,Guatemala,19/03/2020,9.0,1.0
654,1039,Guatemala,20/03/2020,12.0,1.0
655,1040,Guatemala,21/03/2020,17.0,1.0
656,1041,Guatemala,22/03/2020,19.0,1.0
657,1042,Guatemala,23/03/2020,20.0,1.0
658,1043,Guatemala,24/03/2020,21.0,1.0
659,1044,Guatemala,25/03/2020,24.0,1.0
660,1045,Guatemala,26/03/2020,25.0,1.0
661,1046,Guatemala,27/03/2020,28.0,1.0
662,1047,Guatemala,28/03/2020,34.0,1.0
663,1048,Guatemala,29/03/2020,34.0,1.0
664,1049,Guatemala,30/03/2020,36.0,1.0
665,1050,Guatemala,31/03/2020,38.0,1.0
666,1051,Guatemala,1/04/2020,39.0,1.0
667,1052,Guatemala,2/04/2020,47.0,1.0
668,1053,Guatemala,3/04/2020,50.0,1.0
669,1054,Guatemala,4/04/2020,61.0,2.0
670,1055,Guatemala,5/04/2020,61.0,2.0
671,1056,Guatemala,6/04/2020,70.0,3.0
672,1057,Guatemala,7/04/2020,77.0,3.0
673,1058,Guatemala,8/04/2020,87.0,3.0
674,1059,Guatemala,9/04/2020,95.0,3.0
675,1060,Guatemala,10/04/2020,126.0,3.0
676,1061,Guatemala,11/04/2020,137.0,3.0
677,1062,Guatemala,12/04/2020,155.0,5.0
678,1063,Guatemala,13/04/2020,156.0,5.0
679,1064,Guatemala,14/04/2020,167.0,5.0
680,1065,Guatemala,15/04/2020,180.0,5.0
681,1066,Guatemala,16/04/2020,196.0,5.0
682,1067,Guatemala,17/04/2020,214.0,7.0
683,1068,Guatemala,18/04/2020,235.0,7.0
684,1069,Guatemala,19/04/2020,257.0,7.0
685,1070,Guatemala,20/04/2020,289.0,7.0
686,1071,Guatemala,21/04/2020,294.0,7.0
687,1072,Guatemala,22/04/2020,316.0,8.0
688,1073,Guatemala,23/04/2020,384.0,11.0
689,1074,Guatemala,24/04/2020,430.0,11.0
690,1075,Guatemala,25/04/2020,473.0,13.0
691,1076,Guatemala,26/04/2020,500.0,15.0
692,1077,Guatemala,27/04/2020,530.0,15.0
693,1078,Guatemala,28/04/2020,530.0,15.0
694,1114,Honduras,26/02/2020,0.0,0.0
695,1115,Honduras,27/02/2020,0.0,0.0
696,1116,Honduras,28/02/2020,0.0,0.0
697,1117,Honduras,29/02/2020,0.0,0.0
698,1118,Honduras,1/03/2020,0.0,0.0
699,1119,Honduras,2/03/2020,0.0,0.0
700,1120,Honduras,3/03/2020,0.0,0.0
701,1121,Honduras,4/03/2020,0.0,0.0
702,1122,Honduras,5/03/2020,0.0,0.0
703,1123,Honduras,6/03/2020,0.0,0.0
704,1124,Honduras,7/03/2020,0.0,0.0
705,1125,Honduras,8/03/2020,0.0,0.0
706,1126,Honduras,9/03/2020,0.0,0.0
707,1127,Honduras,10/03/2020,0.0,0.0
708,1128,Honduras,11/03/2020,2.0,0.0
709,1129,Honduras,12/03/2020,2.0,0.0
710,1130,Honduras,13/03/2020,2.0,0.0
711,1131,Honduras,14/03/2020,2.0,0.0
712,1132,Honduras,15/03/2020,3.0,0.0
713,1133,Honduras,16/03/2020,6.0,0.0
714,1134,Honduras,17/03/2020,8.0,0.0
715,1135,Honduras,18/03/2020,9.0,0.0
716,1136,Honduras,19/03/2020,12.0,0.0
717,1137,Honduras,20/03/2020,24.0,0.0
718,1138,Honduras,21/03/2020,24.0,0.0
719,1139,Honduras,22/03/2020,26.0,0.0
720,1140,Honduras,23/03/2020,30.0,0.0
721,1141,Honduras,24/03/2020,30.0,0.0
722,1142,Honduras,25/03/2020,36.0,0.0
723,1143,Honduras,26/03/2020,52.0,1.0
724,1144,Honduras,27/03/2020,68.0,1.0
725,1145,Honduras,28/03/2020,95.0,1.0
726,1146,Honduras,29/03/2020,110.0,3.0
727,1147,Honduras,30/03/2020,139.0,7.0
728,1148,Honduras,31/03/2020,141.0,7.0
729,1149,Honduras,1/04/2020,172.0,10.0
730,1150,Honduras,2/04/2020,219.0,14.0
731,1151,Honduras,3/04/2020,222.0,15.0
732,1152,Honduras,4/04/2020,264.0,15.0
733,1153,Honduras,5/04/2020,268.0,22.0
734,1154,Honduras,6/04/2020,298.0,22.0
735,1155,Honduras,7/04/2020,305.0,22.0
736,1156,Honduras,8/04/2020,312.0,22.0
737,1157,Honduras,9/04/2020,343.0,23.0
738,1158,Honduras,10/04/2020,382.0,23.0
739,1159,Honduras,11/04/2020,392.0,24.0
740,1160,Honduras,12/04/2020,393.0,25.0
741,1161,Honduras,13/04/2020,397.0,25.0
742,1162,Honduras,14/04/2020,407.0,26.0
743,1163,Honduras,15/04/2020,419.0,31.0
744,1164,Honduras,16/04/2020,426.0,35.0
745,1165,Honduras,17/04/2020,442.0,41.0
746,1166,Honduras,18/04/2020,457.0,46.0
747,1167,Honduras,19/04/2020,472.0,46.0
748,1168,Honduras,20/04/2020,477.0,46.0
749,1169,Honduras,21/04/2020,494.0,46.0
750,1170,Honduras,22/04/2020,510.0,46.0
751,1171,Honduras,23/04/2020,519.0,47.0
752,1172,Honduras,24/04/2020,591.0,55.0
753,1173,Honduras,25/04/2020,627.0,59.0
754,1174,Honduras,26/04/2020,627.0,59.0
755,1175,Honduras,27/04/2020,661.0,61.0
756,1176,Honduras,28/04/2020,702.0,64.0
757,1212,Mexico,26/02/2020,0.0,0.0
758,1213,Mexico,27/02/2020,0.0,0.0
759,1214,Mexico,28/02/2020,1.0,0.0
760,1215,Mexico,29/02/2020,4.0,0.0
761,1216,Mexico,1/03/2020,5.0,0.0
762,1217,Mexico,2/03/2020,5.0,0.0
763,1218,Mexico,3/03/2020,5.0,0.0
764,1219,Mexico,4/03/2020,5.0,0.0
765,1220,Mexico,5/03/2020,5.0,0.0
766,1221,Mexico,6/03/2020,6.0,0.0
767,1222,Mexico,7/03/2020,6.0,0.0
768,1223,Mexico,8/03/2020,7.0,0.0
769,1224,Mexico,9/03/2020,7.0,0.0
770,1225,Mexico,10/03/2020,7.0,0.0
771,1226,Mexico,11/03/2020,8.0,0.0
772,1227,Mexico,12/03/2020,12.0,0.0
773,1228,Mexico,13/03/2020,26.0,0.0
774,1229,Mexico,14/03/2020,41.0,0.0
775,1230,Mexico,15/03/2020,53.0,0.0
776,1231,Mexico,16/03/2020,82.0,0.0
777,1232,Mexico,17/03/2020,93.0,0.0
778,1233,Mexico,18/03/2020,118.0,0.0
779,1234,Mexico,19/03/2020,164.0,1.0
780,1235,Mexico,20/03/2020,203.0,2.0
781,1236,Mexico,21/03/2020,251.0,2.0
782,1237,Mexico,22/03/2020,316.0,3.0
783,1238,Mexico,23/03/2020,367.0,4.0
784,1239,Mexico,24/03/2020,405.0,5.0
785,1240,Mexico,25/03/2020,475.0,6.0
786,1241,Mexico,26/03/2020,585.0,8.0
787,1242,Mexico,27/03/2020,717.0,12.0
788,1243,Mexico,28/03/2020,848.0,16.0
789,1244,Mexico,29/03/2020,993.0,20.0
790,1245,Mexico,30/03/2020,1094.0,28.0
791,1246,Mexico,31/03/2020,1215.0,29.0
792,1247,Mexico,1/04/2020,1378.0,37.0
793,1248,Mexico,2/04/2020,1510.0,50.0
794,1249,Mexico,3/04/2020,1688.0,60.0
795,1250,Mexico,4/04/2020,1890.0,79.0
796,1251,Mexico,5/04/2020,2143.0,94.0
797,1252,Mexico,6/04/2020,2439.0,125.0
798,1253,Mexico,7/04/2020,2785.0,141.0
799,1254,Mexico,8/04/2020,3181.0,174.0
800,1255,Mexico,9/04/2020,3441.0,194.0
801,1256,Mexico,10/04/2020,3844.0,233.0
802,1257,Mexico,11/04/2020,4219.0,273.0
803,1258,Mexico,12/04/2020,4661.0,296.0
804,1259,Mexico,13/04/2020,5014.0,332.0
805,1260,Mexico,14/04/2020,5399.0,406.0
806,1261,Mexico,15/04/2020,5847.0,449.0
807,1262,Mexico,16/04/2020,6297.0,486.0
808,1263,Mexico,17/04/2020,6875.0,546.0
809,1264,Mexico,18/04/2020,7497.0,650.0
810,1265,Mexico,19/04/2020,8261.0,686.0
811,1266,Mexico,20/04/2020,8772.0,712.0
812,1267,Mexico,21/04/2020,9501.0,857.0
813,1268,Mexico,22/04/2020,10544.0,970.0
814,1269,Mexico,23/04/2020,11633.0,1069.0
815,1270,Mexico,24/04/2020,12872.0,1221.0
816,1271,Mexico,25/04/2020,13842.0,1305.0
817,1272,Mexico,26/04/2020,14677.0,1351.0
818,1273,Mexico,27/04/2020,15529.0,1434.0
819,1274,Mexico,28/04/2020,16752.0,1569.0
820,1310,Nicaragua,26/02/2020,0.0,0.0
821,1311,Nicaragua,27/02/2020,0.0,0.0
822,1312,Nicaragua,28/02/2020,0.0,0.0
823,1313,Nicaragua,29/02/2020,0.0,0.0
824,1314,Nicaragua,1/03/2020,0.0,0.0
825,1315,Nicaragua,2/03/2020,0.0,0.0
826,1316,Nicaragua,3/03/2020,0.0,0.0
827,1317,Nicaragua,4/03/2020,0.0,0.0
828,1318,Nicaragua,5/03/2020,0.0,0.0
829,1319,Nicaragua,6/03/2020,0.0,0.0
830,1320,Nicaragua,7/03/2020,0.0,0.0
831,1321,Nicaragua,8/03/2020,0.0,0.0
832,1322,Nicaragua,9/03/2020,0.0,0.0
833,1323,Nicaragua,10/03/2020,0.0,0.0
834,1324,Nicaragua,11/03/2020,0.0,0.0
835,1325,Nicaragua,12/03/2020,0.0,0.0
836,1326,Nicaragua,13/03/2020,0.0,0.0
837,1327,Nicaragua,14/03/2020,0.0,0.0
838,1328,Nicaragua,15/03/2020,0.0,0.0
839,1329,Nicaragua,16/03/2020,0.0,0.0
840,1330,Nicaragua,17/03/2020,0.0,0.0
841,1331,Nicaragua,18/03/2020,0.0,0.0
842,1332,Nicaragua,19/03/2020,1.0,0.0
843,1333,Nicaragua,20/03/2020,1.0,0.0
844,1334,Nicaragua,21/03/2020,2.0,0.0
845,1335,Nicaragua,22/03/2020,2.0,0.0
846,1336,Nicaragua,23/03/2020,2.0,0.0
847,1337,Nicaragua,24/03/2020,2.0,0.0
848,1338,Nicaragua,25/03/2020,2.0,0.0
849,1339,Nicaragua,26/03/2020,2.0,0.0
850,1340,Nicaragua,27/03/2020,2.0,1.0
851,1341,Nicaragua,28/03/2020,4.0,1.0
852,1342,Nicaragua,29/03/2020,4.0,1.0
853,1343,Nicaragua,30/03/2020,4.0,1.0
854,1344,Nicaragua,31/03/2020,5.0,1.0
855,1345,Nicaragua,1/04/2020,5.0,1.0
856,1346,Nicaragua,2/04/2020,5.0,1.0
857,1347,Nicaragua,3/04/2020,5.0,1.0
858,1348,Nicaragua,4/04/2020,5.0,1.0
859,1349,Nicaragua,5/04/2020,6.0,1.0
860,1350,Nicaragua,6/04/2020,6.0,1.0
861,1351,Nicaragua,7/04/2020,6.0,1.0
862,1352,Nicaragua,8/04/2020,6.0,1.0
863,1353,Nicaragua,9/04/2020,7.0,1.0
864,1354,Nicaragua,10/04/2020,7.0,1.0
865,1355,Nicaragua,11/04/2020,8.0,1.0
866,1356,Nicaragua,12/04/2020,9.0,1.0
867,1357,Nicaragua,13/04/2020,9.0,1.0
868,1358,Nicaragua,14/04/2020,9.0,1.0
869,1359,Nicaragua,15/04/2020,9.0,1.0
870,1360,Nicaragua,16/04/2020,9.0,1.0
871,1361,Nicaragua,17/04/2020,9.0,1.0
872,1362,Nicaragua,18/04/2020,9.0,2.0
873,1363,Nicaragua,19/04/2020,10.0,2.0
874,1364,Nicaragua,20/04/2020,10.0,2.0
875,1365,Nicaragua,21/04/2020,10.0,2.0
876,1366,Nicaragua,22/04/2020,10.0,2.0
877,1367,Nicaragua,23/04/2020,11.0,3.0
878,1368,Nicaragua,24/04/2020,11.0,3.0
879,1369,Nicaragua,25/04/2020,12.0,3.0
880,1370,Nicaragua,26/04/2020,13.0,3.0
881,1371,Nicaragua,27/04/2020,13.0,3.0
882,1372,Nicaragua,28/04/2020,13.0,3.0
883,1408,Panama,26/02/2020,0.0,0.0
884,1409,Panama,27/02/2020,0.0,0.0
885,1410,Panama,28/02/2020,0.0,0.0
886,1411,Panama,29/02/2020,0.0,0.0
887,1412,Panama,1/03/2020,0.0,0.0
888,1413,Panama,2/03/2020,0.0,0.0
889,1414,Panama,3/03/2020,0.0,0.0
890,1415,Panama,4/03/2020,0.0,0.0
891,1416,Panama,5/03/2020,0.0,0.0
892,1417,Panama,6/03/2020,0.0,0.0
893,1418,Panama,7/03/2020,0.0,0.0
894,1419,Panama,8/03/2020,0.0,0.0
895,1420,Panama,9/03/2020,0.0,0.0
896,1421,Panama,10/03/2020,1.0,0.0
897,1422,Panama,11/03/2020,8.0,1.0
898,1423,Panama,12/03/2020,11.0,1.0
899,1424,Panama,13/03/2020,27.0,1.0
900,1425,Panama,14/03/2020,36.0,1.0
901,1426,Panama,15/03/2020,43.0,1.0
902,1427,Panama,16/03/2020,55.0,1.0
903,1428,Panama,17/03/2020,69.0,1.0
904,1429,Panama,18/03/2020,86.0,1.0
905,1430,Panama,19/03/2020,109.0,1.0
906,1431,Panama,20/03/2020,137.0,1.0
907,1432,Panama,21/03/2020,200.0,1.0
908,1433,Panama,22/03/2020,313.0,3.0
909,1434,Panama,23/03/2020,345.0,6.0
910,1435,Panama,24/03/2020,345.0,6.0
911,1436,Panama,25/03/2020,443.0,8.0
912,1437,Panama,26/03/2020,558.0,8.0
913,1438,Panama,27/03/2020,674.0,9.0
914,1439,Panama,28/03/2020,786.0,14.0
915,1440,Panama,29/03/2020,901.0,17.0
916,1441,Panama,30/03/2020,989.0,24.0
917,1442,Panama,31/03/2020,1181.0,30.0
918,1443,Panama,1/04/2020,1181.0,30.0
919,1444,Panama,2/04/2020,1317.0,32.0
920,1445,Panama,3/04/2020,1475.0,37.0
921,1446,Panama,4/04/2020,1673.0,41.0
922,1447,Panama,5/04/2020,1801.0,46.0
923,1448,Panama,6/04/2020,1988.0,54.0
924,1449,Panama,7/04/2020,2100.0,55.0
925,1450,Panama,8/04/2020,2249.0,59.0
926,1451,Panama,9/04/2020,2528.0,63.0
927,1452,Panama,10/04/2020,2752.0,66.0
928,1453,Panama,11/04/2020,2974.0,74.0
929,1454,Panama,12/04/2020,3234.0,79.0
930,1455,Panama,13/04/2020,3400.0,87.0
931,1456,Panama,14/04/2020,3472.0,94.0
932,1457,Panama,15/04/2020,3574.0,95.0
933,1458,Panama,16/04/2020,3751.0,103.0
934,1459,Panama,17/04/2020,4016.0,109.0
935,1460,Panama,18/04/2020,4210.0,116.0
936,1461,Panama,19/04/2020,4273.0,120.0
937,1462,Panama,20/04/2020,4467.0,126.0
938,1463,Panama,21/04/2020,4658.0,136.0
939,1464,Panama,22/04/2020,4821.0,141.0
940,1465,Panama,23/04/2020,5166.0,146.0
941,1466,Panama,24/04/2020,5338.0,154.0
942,1467,Panama,25/04/2020,5538.0,159.0
943,1468,Panama,26/04/2020,5779.0,165.0
944,1469,Panama,27/04/2020,6021.0,167.0
945,1470,Panama,28/04/2020,6021.0,167.0
946,1506,Paraguay,26/02/2020,0.0,0.0
947,1507,Paraguay,27/02/2020,0.0,0.0
948,1508,Paraguay,28/02/2020,0.0,0.0
949,1509,Paraguay,29/02/2020,0.0,0.0
950,1510,Paraguay,1/03/2020,0.0,0.0
951,1511,Paraguay,2/03/2020,0.0,0.0
952,1512,Paraguay,3/03/2020,0.0,0.0
953,1513,Paraguay,4/03/2020,0.0,0.0
954,1514,Paraguay,5/03/2020,0.0,0.0
955,1515,Paraguay,6/03/2020,0.0,0.0
956,1516,Paraguay,7/03/2020,0.0,0.0
957,1517,Paraguay,8/03/2020,1.0,0.0
958,1518,Paraguay,9/03/2020,1.0,0.0
959,1519,Paraguay,10/03/2020,1.0,0.0
960,1520,Paraguay,11/03/2020,5.0,0.0
961,1521,Paraguay,12/03/2020,5.0,0.0
962,1522,Paraguay,13/03/2020,6.0,0.0
963,1523,Paraguay,14/03/2020,6.0,0.0
964,1524,Paraguay,15/03/2020,6.0,0.0
965,1525,Paraguay,16/03/2020,8.0,0.0
966,1526,Paraguay,17/03/2020,9.0,0.0
967,1527,Paraguay,18/03/2020,11.0,0.0
968,1528,Paraguay,19/03/2020,11.0,0.0
969,1529,Paraguay,20/03/2020,13.0,0.0
970,1530,Paraguay,21/03/2020,18.0,1.0
971,1531,Paraguay,22/03/2020,22.0,1.0
972,1532,Paraguay,23/03/2020,22.0,1.0
973,1533,Paraguay,24/03/2020,27.0,2.0
974,1534,Paraguay,25/03/2020,37.0,3.0
975,1535,Paraguay,26/03/2020,41.0,3.0
976,1536,Paraguay,27/03/2020,52.0,3.0
977,1537,Paraguay,28/03/2020,56.0,3.0
978,1538,Paraguay,29/03/2020,59.0,3.0
979,1539,Paraguay,30/03/2020,64.0,3.0
980,1540,Paraguay,31/03/2020,65.0,3.0
981,1541,Paraguay,1/04/2020,69.0,3.0
982,1542,Paraguay,2/04/2020,77.0,3.0
983,1543,Paraguay,3/04/2020,92.0,3.0
984,1544,Paraguay,4/04/2020,96.0,3.0
985,1545,Paraguay,5/04/2020,104.0,3.0
986,1546,Paraguay,6/04/2020,113.0,5.0
987,1547,Paraguay,7/04/2020,115.0,5.0
988,1548,Paraguay,8/04/2020,119.0,5.0
989,1549,Paraguay,9/04/2020,124.0,5.0
990,1550,Paraguay,10/04/2020,129.0,6.0
991,1551,Paraguay,11/04/2020,133.0,6.0
992,1552,Paraguay,12/04/2020,134.0,6.0
993,1553,Paraguay,13/04/2020,147.0,6.0
994,1554,Paraguay,14/04/2020,159.0,7.0
995,1555,Paraguay,15/04/2020,161.0,8.0
996,1556,Paraguay,16/04/2020,174.0,8.0
997,1557,Paraguay,17/04/2020,199.0,8.0
998,1558,Paraguay,18/04/2020,202.0,8.0
999,1559,Paraguay,19/04/2020,206.0,8.0
1000,1560,Paraguay,20/04/2020,208.0,8.0
1001,1561,Paraguay,21/04/2020,208.0,8.0
1002,1562,Paraguay,22/04/2020,213.0,9.0
1003,1563,Paraguay,23/04/2020,213.0,9.0
1004,1564,Paraguay,24/04/2020,223.0,9.0
1005,1565,Paraguay,25/04/2020,228.0,9.0
1006,1566,Paraguay,26/04/2020,228.0,9.0
1007,1567,Paraguay,27/04/2020,228.0,9.0
1008,1568,Paraguay,28/04/2020,239.0,9.0
1009,1604,Peru,26/02/2020,0.0,0.0
1010,1605,Peru,27/02/2020,0.0,0.0
1011,1606,Peru,28/02/2020,0.0,0.0
1012,1607,Peru,29/02/2020,0.0,0.0
1013,1608,Peru,1/03/2020,0.0,0.0
1014,1609,Peru,2/03/2020,0.0,0.0
1015,1610,Peru,3/03/2020,0.0,0.0
1016,1611,Peru,4/03/2020,0.0,0.0
1017,1612,Peru,5/03/2020,0.0,0.0
1018,1613,Peru,6/03/2020,1.0,0.0
1019,1614,Peru,7/03/2020,1.0,0.0
1020,1615,Peru,8/03/2020,6.0,0.0
1021,1616,Peru,9/03/2020,7.0,0.0
1022,1617,Peru,10/03/2020,11.0,0.0
1023,1618,Peru,11/03/2020,11.0,0.0
1024,1619,Peru,12/03/2020,15.0,0.0
1025,1620,Peru,13/03/2020,28.0,0.0
1026,1621,Peru,14/03/2020,38.0,0.0
1027,1622,Peru,15/03/2020,43.0,0.0
1028,1623,Peru,16/03/2020,86.0,0.0
1029,1624,Peru,17/03/2020,117.0,0.0
1030,1625,Peru,18/03/2020,145.0,0.0
1031,1626,Peru,19/03/2020,234.0,0.0
1032,1627,Peru,20/03/2020,234.0,3.0
1033,1628,Peru,21/03/2020,318.0,5.0
1034,1629,Peru,22/03/2020,363.0,5.0
1035,1630,Peru,23/03/2020,395.0,5.0
1036,1631,Peru,24/03/2020,416.0,7.0
1037,1632,Peru,25/03/2020,480.0,9.0
1038,1633,Peru,26/03/2020,580.0,9.0
1039,1634,Peru,27/03/2020,635.0,11.0
1040,1635,Peru,28/03/2020,671.0,16.0
1041,1636,Peru,29/03/2020,852.0,18.0
1042,1637,Peru,30/03/2020,950.0,24.0
1043,1638,Peru,31/03/2020,1065.0,30.0
1044,1639,Peru,1/04/2020,1323.0,38.0
1045,1640,Peru,2/04/2020,1414.0,55.0
1046,1641,Peru,3/04/2020,1595.0,61.0
1047,1642,Peru,4/04/2020,1746.0,73.0
1048,1643,Peru,5/04/2020,2281.0,83.0
1049,1644,Peru,6/04/2020,2561.0,92.0
1050,1645,Peru,7/04/2020,2954.0,107.0
1051,1646,Peru,8/04/2020,4342.0,121.0
1052,1647,Peru,9/04/2020,5256.0,138.0
1053,1648,Peru,10/04/2020,5897.0,169.0
1054,1649,Peru,11/04/2020,6848.0,181.0
1055,1650,Peru,12/04/2020,7519.0,193.0
1056,1651,Peru,13/04/2020,9784.0,216.0
1057,1652,Peru,14/04/2020,10303.0,230.0
1058,1653,Peru,15/04/2020,11475.0,254.0
1059,1654,Peru,16/04/2020,12491.0,274.0
1060,1655,Peru,17/04/2020,13489.0,300.0
1061,1656,Peru,18/04/2020,14420.0,348.0
1062,1657,Peru,19/04/2020,15628.0,400.0
1063,1658,Peru,20/04/2020,16325.0,445.0
1064,1659,Peru,21/04/2020,17837.0,484.0
1065,1660,Peru,22/04/2020,19250.0,530.0
1066,1661,Peru,23/04/2020,20914.0,572.0
1067,1662,Peru,24/04/2020,21648.0,634.0
1068,1663,Peru,25/04/2020,25331.0,700.0
1069,1664,Peru,26/04/2020,27517.0,728.0
1070,1665,Peru,27/04/2020,28699.0,782.0
1071,1666,Peru,28/04/2020,31190.0,854.0
1072,1702,Uruguay,26/02/2020,0.0,0.0
1073,1703,Uruguay,27/02/2020,0.0,0.0
1074,1704,Uruguay,28/02/2020,0.0,0.0
1075,1705,Uruguay,29/02/2020,0.0,0.0
1076,1706,Uruguay,1/03/2020,0.0,0.0
1077,1707,Uruguay,2/03/2020,0.0,0.0
1078,1708,Uruguay,3/03/2020,0.0,0.0
1079,1709,Uruguay,4/03/2020,0.0,0.0
1080,1710,Uruguay,5/03/2020,0.0,0.0
1081,1711,Uruguay,6/03/2020,0.0,0.0
1082,1712,Uruguay,7/03/2020,0.0,0.0
1083,1713,Uruguay,8/03/2020,0.0,0.0
1084,1714,Uruguay,9/03/2020,0.0,0.0
1085,1715,Uruguay,10/03/2020,0.0,0.0
1086,1716,Uruguay,11/03/2020,0.0,0.0
1087,1717,Uruguay,12/03/2020,0.0,0.0
1088,1718,Uruguay,13/03/2020,0.0,0.0
1089,1719,Uruguay,14/03/2020,4.0,0.0
1090,1720,Uruguay,15/03/2020,4.0,0.0
1091,1721,Uruguay,16/03/2020,8.0,0.0
1092,1722,Uruguay,17/03/2020,29.0,0.0
1093,1723,Uruguay,18/03/2020,50.0,0.0
1094,1724,Uruguay,19/03/2020,79.0,0.0
1095,1725,Uruguay,20/03/2020,94.0,0.0
1096,1726,Uruguay,21/03/2020,110.0,0.0
1097,1727,Uruguay,22/03/2020,158.0,0.0
1098,1728,Uruguay,23/03/2020,162.0,0.0
1099,1729,Uruguay,24/03/2020,162.0,0.0
1100,1730,Uruguay,25/03/2020,189.0,0.0
